"V1" "V11"
"726" "fat-2" "WBGene00001394"
"727" "fat-3" "WBGene00001395"
"728" "fat-4" "WBGene00001396"
"729" "fat-5" "WBGene00001397"
"730" "fat-6" "WBGene00001398"
"731" "fat-7" "WBGene00001399"
"732" "fbf-1" "WBGene00001401"
"733" "fbf-2" "WBGene00001402"
"734" "fbp-1" "WBGene00001404"
"735" "fce-1" "WBGene00001405"
"736" "fce-2" "WBGene00001406"
"737" "feh-1" "WBGene00001410"
"738" "fem-1" "WBGene00001411"
"739" "fem-2" "WBGene00001412"
"740" "fem-3" "WBGene00001413"
"741" "fer-1" "WBGene00001414"
"742" "fib-1" "WBGene00001423"
"743" "fis-1" "WBGene00001424"
"744" "fis-2" "WBGene00001425"
"745" "fkb-1" "WBGene00001426"
"746" "fkb-2" "WBGene00001427"
"747" "fkb-3" "WBGene00001428"
"748" "fkb-5" "WBGene00001430"
"749" "fkb-6" "WBGene00001431"
"750" "fkb-8" "WBGene00001433"
"751" "fkh-3" "WBGene00001435"
"752" "fkh-4" "WBGene00001436"
"753" "fkh-6" "WBGene00001438"
"754" "fkh-7" "WBGene00001439"
"755" "fkh-9" "WBGene00001441"
"756" "fkh-10" "WBGene00001442"
"757" "fli-1" "WBGene00001443"
"758" "flp-6" "WBGene00001449"
"759" "flp-10" "WBGene00001453"
"760" "flp-14" "WBGene00001457"
"761" "flt-1" "WBGene00001470"
"762" "fmo-4" "WBGene00001479"
"763" "fmo-5" "WBGene00001480"
"764" "fog-1" "WBGene00001481"
"765" "fog-2" "WBGene00001482"
"766" "fog-3" "WBGene00001483"
"767" "fox-1" "WBGene00001484"
"768" "fre-1" "WBGene00001485"
"769" "frh-1" "WBGene00001486"
"770" "frk-1" "WBGene00001487"
"771" "frm-1" "WBGene00001488"
"772" "frm-2" "WBGene00001489"
"773" "frm-3" "WBGene00001490"
"774" "frm-4" "WBGene00001491"
"775" "frm-5.1" "WBGene00001492"
"776" "frm-8" "WBGene00001494"
"777" "frm-10" "WBGene00001496"
"778" "fars-1" "WBGene00001497"
"779" "fars-3" "WBGene00001498"
"780" "fsn-1" "WBGene00001499"
"781" "ftn-2" "WBGene00001501"
"782" "ftt-2" "WBGene00001502"
"783" "fum-1" "WBGene00001503"
"784" "fut-1" "WBGene00001505"
"785" "fut-8" "WBGene00001508"
"786" "fzo-1" "WBGene00001509"
"787" "fzr-1" "WBGene00001510"
"788" "fzy-1" "WBGene00001511"
"789" "gad-1" "WBGene00001513"
"790" "xnd-1" "WBGene00001514"
"791" "gap-1" "WBGene00001515"
"792" "gap-2" "WBGene00001516"
"793" "gar-1" "WBGene00001517"
"794" "gas-1" "WBGene00001520"
"795" "gbh-1" "WBGene00001522"
"796" "gck-1" "WBGene00001526"
"797" "gcs-1" "WBGene00001527"
"798" "gcy-2" "WBGene00001529"
"799" "gcy-9" "WBGene00001536"
"800" "gcy-12" "WBGene00001538"
"801" "gcy-19" "WBGene00001544"
"802" "gdi-1" "WBGene00001558"
"803" "gei-4" "WBGene00001561"
"804" "gei-6" "WBGene00001563"
"805" "icl-1" "WBGene00001564"
"806" "gei-8" "WBGene00001565"
"807" "acdh-13" "WBGene00001566"
"808" "gei-12" "WBGene00001569"
"809" "gei-14" "WBGene00001571"
"810" "gei-15" "WBGene00001572"
"811" "gei-17" "WBGene00001574"
"812" "gem-4" "WBGene00001577"
"813" "ges-1" "WBGene00001578"
"814" "gex-2" "WBGene00001579"
"815" "gex-3" "WBGene00001580"
"816" "gfi-1" "WBGene00001581"
"817" "gfi-2" "WBGene00001582"
"818" "gfi-3" "WBGene00001583"
"819" "gfl-1" "WBGene00001585"
"820" "gip-1" "WBGene00001589"
"821" "C45G3.3" "WBGene00001590"
"822" "gld-1" "WBGene00001595"
"823" "gld-2" "WBGene00001596"
"824" "gld-3" "WBGene00001597"
"825" "glh-1" "WBGene00001598"
"826" "glh-2" "WBGene00001599"
"827" "glh-3" "WBGene00001600"
"828" "glh-4" "WBGene00001601"
"829" "gln-1" "WBGene00001602"
"830" "gln-2" "WBGene00001603"
"831" "gln-3" "WBGene00001604"
"832" "gln-4" "WBGene00001605"
"833" "gln-5" "WBGene00001606"
"834" "gln-6" "WBGene00001607"
"835" "glp-1" "WBGene00001609"
"836" "glr-2" "WBGene00001613"
"837" "glr-6" "WBGene00001617"
"838" "glt-1" "WBGene00001620"
"839" "glt-3" "WBGene00001621"
"840" "glt-4" "WBGene00001622"
"841" "glt-6" "WBGene00001624"
"842" "gly-2" "WBGene00001627"
"843" "gly-3" "WBGene00001628"
"844" "gly-4" "WBGene00001629"
"845" "gly-5" "WBGene00001630"
"846" "gly-6" "WBGene00001631"
"847" "gly-7" "WBGene00001632"
"848" "gly-8" "WBGene00001633"
"849" "gly-11" "WBGene00001636"
"850" "gly-12" "WBGene00001637"
"851" "gly-13" "WBGene00001638"
"852" "gly-14" "WBGene00001639"
"853" "gly-20" "WBGene00001645"
"854" "gna-1" "WBGene00001646"
"855" "gna-2" "WBGene00001647"
"856" "goa-1" "WBGene00001648"
"857" "gob-1" "WBGene00001649"
"858" "gon-1" "WBGene00001650"
"859" "gon-2" "WBGene00001651"
"860" "gon-4" "WBGene00001653"
"861" "gop-1" "WBGene00001660"
"862" "gop-2" "WBGene00001661"
"863" "gpa-1" "WBGene00001663"
"864" "gpa-4" "WBGene00001666"
"865" "gpa-7" "WBGene00001669"
"866" "gpa-15" "WBGene00001677"
"867" "gpa-16" "WBGene00001678"
"868" "gpb-1" "WBGene00001679"
"869" "gpb-2" "WBGene00001680"
"870" "gpc-2" "WBGene00001682"
"871" "gpd-1" "WBGene00001683"
"872" "gpd-3" "WBGene00001685"
"873" "gpd-4" "WBGene00001686"
"874" "gpr-1" "WBGene00001688"
"875" "gpr-2" "WBGene00001689"
"876" "grd-3" "WBGene00001692"
"877" "grd-5" "WBGene00001694"
"878" "grd-10" "WBGene00001699"
"879" "grk-1" "WBGene00001708"
"880" "grk-2" "WBGene00001709"
"881" "grl-4" "WBGene00001713"
"882" "grl-10" "WBGene00001719"
"883" "grl-16" "WBGene00001725"
"884" "grl-21" "WBGene00001730"
"885" "grl-27" "WBGene00001736"
"886" "gro-1" "WBGene00001740"
"887" "grp-1" "WBGene00001743"
"888" "gars-1" "WBGene00001744"
"889" "gsa-1" "WBGene00001745"
"890" "gsk-3" "WBGene00001746"
"891" "gsp-1" "WBGene00001747"
"892" "gsp-2" "WBGene00001748"
"893" "gst-1" "WBGene00001749"
"894" "gst-4" "WBGene00001752"
"895" "gst-5" "WBGene00001753"
"896" "gst-6" "WBGene00001754"
"897" "gst-7" "WBGene00001755"
"898" "gst-10" "WBGene00001758"
"899" "gst-12" "WBGene00001760"
"900" "gst-13" "WBGene00001761"
"901" "gst-15" "WBGene00001763"
"902" "gst-16" "WBGene00001764"
"903" "gst-20" "WBGene00001768"
"904" "gst-26" "WBGene00001774"
"905" "gst-27" "WBGene00001775"
"906" "gst-36" "WBGene00001784"
"907" "gst-39" "WBGene00001787"
"908" "gst-42" "WBGene00001790"
"909" "gst-43" "WBGene00001791"
"910" "gsy-1" "WBGene00001793"
"911" "gta-1" "WBGene00001794"
"912" "gtl-1" "WBGene00001795"
"913" "gur-4" "WBGene00001805"
"914" "gut-2" "WBGene00001808"
"915" "haf-1" "WBGene00001811"
"916" "haf-2" "WBGene00001812"
"917" "haf-3" "WBGene00001813"
"918" "haf-4" "WBGene00001814"
"919" "hmt-1" "WBGene00001815"
"920" "haf-6" "WBGene00001816"
"921" "haf-7" "WBGene00001817"
"922" "haf-9" "WBGene00001819"
"923" "hbl-1" "WBGene00001824"
"924" "hcf-1" "WBGene00001827"
"925" "hcp-1" "WBGene00001829"
"926" "hcp-2" "WBGene00001830"
"927" "hcp-3" "WBGene00001831"
"928" "hcp-4" "WBGene00001832"
"929" "hcp-6" "WBGene00001833"
"930" "hda-1" "WBGene00001834"
"931" "hda-2" "WBGene00001835"
"932" "hda-3" "WBGene00001836"
"933" "hda-4" "WBGene00001837"
"934" "hda-10" "WBGene00001838"
"935" "hdl-1" "WBGene00001839"
"936" "hel-1" "WBGene00001840"
"937" "hgo-1" "WBGene00001843"
"938" "hid-1" "WBGene00001844"
"939" "hif-1" "WBGene00001851"
"940" "hil-1" "WBGene00001852"
"941" "hil-2" "WBGene00001853"
"942" "hil-3" "WBGene00001854"
"943" "hil-4" "WBGene00001855"
"944" "hil-5" "WBGene00001856"
"945" "him-3" "WBGene00001862"
"946" "him-4" "WBGene00001863"
"947" "him-5" "WBGene00001864"
"948" "him-6" "WBGene00001865"
"949" "him-8" "WBGene00001867"
"950" "him-10" "WBGene00001869"
"951" "him-14" "WBGene00001872"
"952" "him-17" "WBGene00001874"
"953" "his-9" "WBGene00001883"
"954" "his-11" "WBGene00001885"
"955" "his-13" "WBGene00001887"
"956" "his-24" "WBGene00001898"
"957" "his-25" "WBGene00001899"
"958" "his-32" "WBGene00001906"
"959" "his-35" "WBGene00001909"
"960" "his-37" "WBGene00001911"
"961" "his-44" "WBGene00001918"
"962" "his-45" "WBGene00001919"
"963" "his-46" "WBGene00001920"
"964" "his-47" "WBGene00001921"
"965" "his-48" "WBGene00001922"
"966" "his-55" "WBGene00001929"
"967" "his-56" "WBGene00001930"
"968" "his-57" "WBGene00001931"
"969" "his-58" "WBGene00001932"
"970" "his-59" "WBGene00001933"
"971" "his-60" "WBGene00001934"
"972" "his-61" "WBGene00001935"
"973" "his-62" "WBGene00001936"
"974" "his-63" "WBGene00001937"
"975" "his-64" "WBGene00001938"
"976" "his-65" "WBGene00001939"
"977" "his-66" "WBGene00001940"
"978" "his-67" "WBGene00001941"
"979" "his-68" "WBGene00001942"
"980" "his-70" "WBGene00001944"
"981" "his-71" "WBGene00001945"
"982" "his-72" "WBGene00001946"
"983" "his-73" "WBGene00001947"
"984" "hlh-2" "WBGene00001949"
"985" "hlh-3" "WBGene00001950"
"986" "hlh-11" "WBGene00001955"
"987" "btb-1" "WBGene00001963"
"988" "hmg-1.1" "WBGene00001971"
"989" "hmg-1.2" "WBGene00001972"
"990" "hmg-3" "WBGene00001973"
"991" "hmg-4" "WBGene00001974"
"992" "hmg-11" "WBGene00001976"
"993" "hmg-12" "WBGene00001977"
"994" "hmp-1" "WBGene00001978"
"995" "hmp-2" "WBGene00001979"
"996" "hmr-1" "WBGene00001980"
"997" "hoe-1" "WBGene00001983"
"998" "hop-1" "WBGene00001985"
"999" "hot-1" "WBGene00001986"
"1000" "hpd-1" "WBGene00001993"
"1001" "hpk-1" "WBGene00001994"
"1002" "hpl-1" "WBGene00001995"
"1003" "hpl-2" "WBGene00001996"
"1004" "hpr-9" "WBGene00001997"
"1005" "hpr-17" "WBGene00001998"
"1006" "hrp-1" "WBGene00001999"
"1007" "hrp-2" "WBGene00002000"
"1008" "hars-1" "WBGene00002001"
"1009" "hse-5" "WBGene00002003"
"1010" "hsf-1" "WBGene00002004"
"1011" "hsp-1" "WBGene00002005"
"1012" "hsp-3" "WBGene00002007"
"1013" "hsp-4" "WBGene00002008"
"1014" "hsp-6" "WBGene00002010"
"1015" "hsp-12.2" "WBGene00002011"
"1016" "hsp-12.6" "WBGene00002013"
"1017" "hsp-16.1" "WBGene00002015"
"1018" "hsp-16.2" "WBGene00002016"
"1019" "hsp-16.11" "WBGene00002017"
"1020" "hsp-16.41" "WBGene00002018"
"1021" "hsp-16.48" "WBGene00002019"
"1022" "hsp-16.49" "WBGene00002020"
"1023" "hsp-17" "WBGene00002021"
"1024" "hsp-25" "WBGene00002023"
"1025" "hsp-43" "WBGene00002024"
"1026" "hsp-60" "WBGene00002025"
"1027" "hsp-70" "WBGene00002026"
"1028" "hsr-9" "WBGene00002027"
"1029" "hst-1" "WBGene00002028"
"1030" "hst-2" "WBGene00002029"
"1031" "hst-6" "WBGene00002031"
"1032" "htp-1" "WBGene00002032"
"1033" "htp-2" "WBGene00002033"
"1034" "htp-3" "WBGene00002034"
"1035" "hum-1" "WBGene00002035"
"1036" "hum-2" "WBGene00002036"
"1037" "hum-4" "WBGene00002037"
"1038" "hum-5" "WBGene00002038"
"1039" "hum-6" "WBGene00002039"
"1040" "hum-7" "WBGene00002040"
"1041" "hum-8" "WBGene00002041"
"1042" "hus-1" "WBGene00002042"
"1043" "hyl-1" "WBGene00002043"
"1044" "hyl-2" "WBGene00002044"
"1045" "icln-1" "WBGene00002046"
"1046" "icp-1" "WBGene00002047"
"1047" "ifa-1" "WBGene00002050"
"1048" "ifa-4" "WBGene00002052"
"1049" "ifb-1" "WBGene00002053"
"1050" "ifb-2" "WBGene00002054"
"1051" "ifc-1" "WBGene00002055"
"1052" "ifc-2" "WBGene00002056"
"1053" "ifd-1" "WBGene00002057"
"1054" "ifd-2" "WBGene00002058"
"1055" "ife-1" "WBGene00002059"
"1056" "ife-2" "WBGene00002060"
"1057" "ife-3" "WBGene00002061"
"1058" "ife-4" "WBGene00002062"
"1059" "ife-5" "WBGene00002063"
"1060" "iff-1" "WBGene00002064"
"1061" "iff-2" "WBGene00002065"
"1062" "ifg-1" "WBGene00002066"
"1063" "ifp-1" "WBGene00002067"
"1064" "ify-1" "WBGene00002068"
"1065" "ikb-1" "WBGene00002069"
"1066" "ile-2" "WBGene00002071"
"1067" "ima-1" "WBGene00002072"
"1068" "ima-2" "WBGene00002073"
"1069" "ima-3" "WBGene00002074"
"1070" "imb-1" "WBGene00002075"
"1071" "imb-2" "WBGene00002076"
"1072" "imb-3" "WBGene00002077"
"1073" "xpo-1" "WBGene00002078"
"1074" "xpo-2" "WBGene00002079"
"1075" "xpo-3" "WBGene00002080"
"1076" "ina-1" "WBGene00002081"
"1077" "inf-1" "WBGene00002083"
"1078" "ins-7" "WBGene00002090"
"1079" "ins-17" "WBGene00002100"
"1080" "ins-37" "WBGene00002120"
"1081" "inx-1" "WBGene00002123"
"1082" "inx-2" "WBGene00002124"
"1083" "inx-3" "WBGene00002125"
"1084" "inx-5" "WBGene00002127"
"1085" "inx-7" "WBGene00002129"
"1086" "inx-8" "WBGene00002130"
"1087" "inx-9" "WBGene00002131"
"1088" "inx-10" "WBGene00002132"
"1089" "inx-11" "WBGene00002133"
"1090" "inx-12" "WBGene00002134"
"1091" "inx-13" "WBGene00002135"
"1092" "inx-14" "WBGene00002136"
"1093" "inx-15" "WBGene00002137"
"1094" "inx-16" "WBGene00002138"
"1095" "inx-17" "WBGene00002139"
"1096" "inx-21" "WBGene00002143"
"1097" "inx-22" "WBGene00002144"
"1098" "ipp-5" "WBGene00002146"
"1099" "ire-1" "WBGene00002147"
"1100" "gon-14" "WBGene00002148"
"1101" "iars-1" "WBGene00002152"
"1102" "iars-2" "WBGene00002153"
"1103" "isp-1" "WBGene00002162"
"1104" "ist-1" "WBGene00002163"
"1105" "isw-1" "WBGene00002169"
"1106" "itr-1" "WBGene00002173"
"1107" "itx-1" "WBGene00002174"
"1108" "jip-1" "WBGene00002176"
"1109" "jph-1" "WBGene00002179"
"1110" "jtr-1" "WBGene00002180"
"1111" "kal-1" "WBGene00002181"
"1112" "kap-1" "WBGene00002182"
"1113" "kat-1" "WBGene00002183"
"1114" "kel-1" "WBGene00002184"
"1115" "kel-3" "WBGene00002185"
"1116" "kel-10" "WBGene00002186"
"1117" "kgb-1" "WBGene00002187"
"1118" "kin-1" "WBGene00002189"
"1119" "kin-2" "WBGene00002190"
"1120" "kin-3" "WBGene00002191"
"1121" "kin-4" "WBGene00002192"
"1122" "kin-5" "WBGene00002193"
"1123" "kin-10" "WBGene00002196"
"1124" "kin-14" "WBGene00002198"
"1125" "kin-18" "WBGene00002201"
"1126" "kin-19" "WBGene00002202"
"1127" "kin-20" "WBGene00002203"
"1128" "kin-21" "WBGene00002204"
"1129" "kin-24" "WBGene00002206"
"1130" "sid-3" "WBGene00002207"
"1131" "kin-26" "WBGene00002208"
"1132" "kin-29" "WBGene00002210"
"1133" "kin-31" "WBGene00002212"
"1134" "kin-32" "WBGene00002213"
"1135" "klc-1" "WBGene00002214"
"1136" "klc-2" "WBGene00002215"
"1137" "klp-3" "WBGene00002216"
"1138" "klp-4" "WBGene00002217"
"1139" "klp-7" "WBGene00002219"
"1140" "klp-8" "WBGene00002220"
"1141" "klp-10" "WBGene00002221"
"1142" "klp-12" "WBGene00002223"
"1143" "klp-15" "WBGene00002225"
"1144" "klp-16" "WBGene00002226"
"1145" "klp-17" "WBGene00002227"
"1146" "klp-18" "WBGene00002228"
"1147" "klp-19" "WBGene00002229"
"1148" "klp-20" "WBGene00002230"
"1149" "knl-1" "WBGene00002231"
"1150" "kpc-1" "WBGene00002232"
"1151" "kars-1" "WBGene00002238"
"1152" "ksr-1" "WBGene00002239"
"1153" "ksr-2" "WBGene00002240"
"1154" "kup-1" "WBGene00002241"
"1155" "lag-1" "WBGene00002245"
"1156" "lam-1" "WBGene00002247"
"1157" "lam-3" "WBGene00002248"
"1158" "lap-1" "WBGene00002249"
"1159" "lap-2" "WBGene00002250"
"1160" "lat-1" "WBGene00002251"
"1161" "lbp-1" "WBGene00002253"
"1162" "lbp-2" "WBGene00002254"
"1163" "lbp-3" "WBGene00002255"
"1164" "lbp-4" "WBGene00002256"
"1165" "lbp-5" "WBGene00002257"
"1166" "lbp-6" "WBGene00002258"
"1167" "lbp-7" "WBGene00002259"
"1168" "ldb-1" "WBGene00002261"
"1169" "ldh-1" "WBGene00002262"
"1170" "lea-1" "WBGene00002263"
"1171" "lec-1" "WBGene00002264"
"1172" "lec-2" "WBGene00002265"
"1173" "lec-3" "WBGene00002266"
"1174" "lec-4" "WBGene00002267"
"1175" "lec-5" "WBGene00002268"
"1176" "lec-6" "WBGene00002269"
"1177" "lec-8" "WBGene00002271"
"1178" "lec-9" "WBGene00002272"
"1179" "lec-10" "WBGene00002273"
"1180" "lec-11" "WBGene00002274"
"1181" "lem-2" "WBGene00002275"
"1182" "lem-3" "WBGene00002276"
"1183" "let-2" "WBGene00002280"
"1184" "let-19" "WBGene00002295"
"1185" "ect-2" "WBGene00002297"
"1186" "let-49" "WBGene00002324"
"1187" "let-60" "WBGene00002335"
"1188" "let-70" "WBGene00002344"
"1189" "myo-1" "WBGene00002348"
"1190" "let-92" "WBGene00002363"
"1191" "let-99" "WBGene00002368"
"1192" "let-268" "WBGene00002497"
"1193" "let-363" "WBGene00002583"
"1194" "let-413" "WBGene00002632"
"1195" "let-418" "WBGene00002637"
"1196" "let-502" "WBGene00002694"
"1197" "let-504" "WBGene00002696"
"1198" "let-526" "WBGene00002717"
"1199" "let-711" "WBGene00002845"
"1200" "let-716" "WBGene00002850"
"1201" "let-721" "WBGene00002855"
"1202" "let-754" "WBGene00002879"
"1203" "let-765" "WBGene00002889"
"1204" "let-805" "WBGene00002915"
"1205" "let-858" "WBGene00002957"
"1206" "lev-11" "WBGene00002978"
"1207" "lfe-2" "WBGene00002979"
"1208" "lgg-1" "WBGene00002980"
"1209" "lgg-2" "WBGene00002981"
"1210" "lgg-3" "WBGene00002982"
"1211" "lig-1" "WBGene00002985"
"1212" "lim-6" "WBGene00002988"
"1213" "lim-7" "WBGene00002989"
"1214" "lin-1" "WBGene00002990"
"1215" "lin-2" "WBGene00002991"
"1216" "lin-3" "WBGene00002992"
"1217" "lin-5" "WBGene00002994"
"1218" "lin-7" "WBGene00002996"
"1219" "lin-8" "WBGene00002997"
"1220" "lin-9" "WBGene00002998"
"1221" "lin-10" "WBGene00002999"
"1222" "lin-11" "WBGene00003000"
"1223" "lin-12" "WBGene00003001"
"1224" "lin-13" "WBGene00003002"
"1225" "lin-14" "WBGene00003003"
"1226" "lin-17" "WBGene00003006"
"1227" "lin-18" "WBGene00003007"
"1228" "lin-23" "WBGene00003009"
"1229" "lin-24" "WBGene00003010"
"1230" "lin-25" "WBGene00003011"
"1231" "lin-28" "WBGene00003014"
"1232" "lin-29" "WBGene00003015"
"1233" "lin-33" "WBGene00003019"
"1234" "lin-35" "WBGene00003020"
"1235" "lin-36" "WBGene00003021"
"1236" "lin-37" "WBGene00003022"
"1237" "lin-39" "WBGene00003024"
"1238" "lin-40" "WBGene00003025"
"1239" "lin-41" "WBGene00003026"
"1240" "lin-44" "WBGene00003029"
"1241" "lin-45" "WBGene00003030"
"1242" "lin-49" "WBGene00003034"
"1243" "lin-52" "WBGene00003035"
"1244" "lin-53" "WBGene00003036"
"1245" "lin-54" "WBGene00003037"
"1246" "lin-56" "WBGene00003038"
"1247" "lin-59" "WBGene00003040"
"1248" "lin-61" "WBGene00003041"
"1249" "lip-1" "WBGene00003043"
"1250" "lir-2" "WBGene00003045"
"1251" "lir-3" "WBGene00003046"
"1252" "lis-1" "WBGene00003047"
"1253" "lit-1" "WBGene00003048"
"1254" "lmn-1" "WBGene00003052"
"1255" "lmp-1" "WBGene00003053"
"1256" "lon-1" "WBGene00003055"
"1257" "lon-2" "WBGene00003056"
"1258" "lpd-2" "WBGene00003059"
"1259" "lpd-3" "WBGene00003060"
"1260" "lpd-5" "WBGene00003061"
"1261" "lpd-6" "WBGene00003062"
"1262" "lpd-7" "WBGene00003063"
"1263" "lpd-8" "WBGene00003064"
"1264" "lpd-9" "WBGene00003065"
"1265" "lpl-1" "WBGene00003066"
"1266" "lrg-1" "WBGene00003067"
"1267" "lrk-1" "WBGene00003068"
"1268" "lrp-1" "WBGene00003071"
"1269" "lrp-2" "WBGene00003072"
"1270" "lars-1" "WBGene00003073"
"1271" "lars-2" "WBGene00003074"
"1272" "lsm-1" "WBGene00003076"
"1273" "lsm-3" "WBGene00003077"
"1274" "lsm-4" "WBGene00003078"
"1275" "lsm-5" "WBGene00003079"
"1276" "lsm-6" "WBGene00003080"
"1277" "lsm-7" "WBGene00003081"
"1278" "lsm-8" "WBGene00003082"
"1279" "lst-1" "WBGene00003083"
"1280" "lst-2" "WBGene00003084"
"1281" "lst-3" "WBGene00003085"
"1282" "lst-4" "WBGene00003086"
"1283" "lsy-2" "WBGene00003087"
"1284" "ltd-1" "WBGene00003089"
"1285" "lys-1" "WBGene00003090"
"1286" "lys-2" "WBGene00003091"
"1287" "lys-4" "WBGene00003093"
"1288" "lys-7" "WBGene00003096"
"1289" "lys-8" "WBGene00003097"
"1290" "mab-3" "WBGene00003100"
"1291" "mab-10" "WBGene00003107"
"1292" "mab-20" "WBGene00003111"
"1293" "mac-1" "WBGene00003119"
"1294" "mag-1" "WBGene00003123"
"1295" "map-1" "WBGene00003129"
"1296" "map-2" "WBGene00003130"
"1297" "mat-1" "WBGene00003132"
"1298" "mat-2" "WBGene00003133"
"1299" "mat-3" "WBGene00003134"
"1300" "mau-2" "WBGene00003136"
"1301" "mau-8" "WBGene00003142"
"1302" "max-2" "WBGene00003144"
"1303" "mbf-1" "WBGene00003148"
"1304" "mbk-1" "WBGene00003149"
"1305" "mbk-2" "WBGene00003150"
"1306" "mca-1" "WBGene00003151"
"1307" "mca-3" "WBGene00003153"
"1308" "mcm-2" "WBGene00003154"
"1309" "mcm-3" "WBGene00003155"
"1310" "mcm-4" "WBGene00003156"
"1311" "mcm-5" "WBGene00003157"
"1312" "mcm-6" "WBGene00003158"
"1313" "mcm-7" "WBGene00003159"
"1314" "mdf-1" "WBGene00003160"
"1315" "mdf-2" "WBGene00003161"
"1316" "mdh-2" "WBGene00003162"
"1317" "mdl-1" "WBGene00003163"
"1318" "mdt-6" "WBGene00003164"
"1319" "mec-6" "WBGene00003170"
"1320" "mec-8" "WBGene00003172"
"1321" "mec-15" "WBGene00003177"
"1322" "mec-17" "WBGene00003178"
"1323" "mef-2" "WBGene00003182"
"1324" "mei-1" "WBGene00003183"
"1325" "mei-2" "WBGene00003184"
"1326" "mek-1" "WBGene00003185"
"1327" "mek-2" "WBGene00003186"
"1328" "mel-11" "WBGene00003196"
"1329" "mel-26" "WBGene00003209"
"1330" "mel-28" "WBGene00003210"
"1331" "mel-32" "WBGene00003214"
"1332" "mep-1" "WBGene00003218"
"1333" "mes-1" "WBGene00003219"
"1334" "mes-2" "WBGene00003220"
"1335" "mes-3" "WBGene00003221"
"1336" "mes-4" "WBGene00003222"
"1337" "mex-1" "WBGene00003228"
"1338" "mex-3" "WBGene00003229"
"1339" "mex-5" "WBGene00003230"
"1340" "mex-6" "WBGene00003231"
"1341" "mif-1" "WBGene00003234"
"1342" "mif-2" "WBGene00003235"
"1343" "mif-3" "WBGene00003236"
"1344" "mig-1" "WBGene00003238"
"1345" "mig-2" "WBGene00003239"
"1346" "mig-5" "WBGene00003241"
"1347" "mig-6" "WBGene00003242"
"1348" "mig-10" "WBGene00003243"
"1349" "mig-13" "WBGene00003245"
"1350" "mig-14" "WBGene00003246"
"1351" "mig-15" "WBGene00003247"
"1352" "mig-21" "WBGene00003252"
"1353" "mig-22" "WBGene00003253"
"1354" "mig-23" "WBGene00003254"
"1355" "cogc-1" "WBGene00003258"
"1356" "mix-1" "WBGene00003367"
"1357" "mkk-4" "WBGene00003368"
"1358" "mlc-1" "WBGene00003369"
"1359" "mlc-2" "WBGene00003370"
"1360" "mlc-3" "WBGene00003371"
"1361" "mlc-4" "WBGene00003372"
"1362" "mlh-1" "WBGene00003373"
"1363" "mlk-1" "WBGene00003374"
"1364" "mlp-1" "WBGene00003375"
"1365" "mml-1" "WBGene00003378"
"1366" "moc-1" "WBGene00003384"
"1367" "moc-2" "WBGene00003385"
"1368" "mod-5" "WBGene00003387"
"1369" "moe-3" "WBGene00003388"
"1370" "mog-1" "WBGene00003389"
"1371" "mog-2" "WBGene00003390"
"1372" "mog-3" "WBGene00003391"
"1373" "mog-4" "WBGene00003392"
"1374" "mog-5" "WBGene00003393"
"1375" "mom-1" "WBGene00003394"
"1376" "mom-2" "WBGene00003395"
"1377" "mom-4" "WBGene00003396"
"1378" "mom-5" "WBGene00003397"
"1379" "dapk-1" "WBGene00003400"
"1380" "mpk-1" "WBGene00003401"
"1381" "mpk-2" "WBGene00003402"
"1382" "mpz-1" "WBGene00003404"
"1383" "mre-11" "WBGene00003405"
"1384" "mrg-1" "WBGene00003406"
"1385" "mrp-1" "WBGene00003407"
"1386" "mrp-2" "WBGene00003408"
"1387" "mrp-4" "WBGene00003410"
"1388" "mrp-5" "WBGene00003411"
"1389" "mrp-6" "WBGene00003412"
"1390" "mrp-7" "WBGene00003413"
"1391" "mrp-8" "WBGene00003414"
"1392" "mrt-2" "WBGene00003417"
"1393" "msh-2" "WBGene00003418"
"1394" "msh-4" "WBGene00003420"
"1395" "msh-5" "WBGene00003421"
"1396" "msh-6" "WBGene00003422"
"1397" "msi-1" "WBGene00003423"
"1398" "msp-3" "WBGene00003424"
"1399" "msp-10" "WBGene00003425"
"1400" "msp-19" "WBGene00003426"
"1401" "msp-31" "WBGene00003429"
"1402" "msp-33" "WBGene00003431"
"1403" "msp-36" "WBGene00003432"
"1404" "msp-38" "WBGene00003434"
"1405" "msp-40" "WBGene00003435"
"1406" "msp-42" "WBGene00003437"
"1407" "msp-45" "WBGene00003438"
"1408" "msp-49" "WBGene00003442"
"1409" "msp-50" "WBGene00003443"
"1410" "msp-51" "WBGene00003444"
"1411" "msp-52" "WBGene00003445"
"1412" "msp-53" "WBGene00003446"
"1413" "msp-55" "WBGene00003448"
"1414" "msp-56" "WBGene00003449"
"1415" "msp-57" "WBGene00003450"
"1416" "msp-58" "WBGene00003451"
"1417" "msp-59" "WBGene00003452"
"1418" "msp-63" "WBGene00003456"
"1419" "msp-64" "WBGene00003457"
"1420" "msp-65" "WBGene00003458"
"1421" "msp-71" "WBGene00003460"
"1422" "msp-74" "WBGene00003462"
"1423" "msp-76" "WBGene00003463"
