"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"
"C17E4.6"	611	212	107	86	226	91	80	65	151	109	85	93
"C17E4.9.1"	5	1	0	0	2	0	1	0	0	0	0	0
"C17E7.12"	38	36	20	11	27	21	15	17	28	21	22	18
"C17E7.13"	0	0	0	0	2	0	0	1	1	0	0	0
"C17E7.3"	8	9	3	2	13	3	3	4	9	11	11	5
"C17E7.4"	10	11	2	6	4	3	4	3	7	6	4	6
"C17E7.5"	0	0	0	1	0	0	0	0	1	1	0	0
"C17E7.6"	9	9	3	4	4	5	3	6	6	9	11	3
"C17E7.9a"	0	0	0	0	0	0	0	0	0	0	1	0
"C17F3.1"	2	0	0	0	0	0	0	0	0	1	0	1
"C17F3.3"	0	0	1	0	0	0	0	0	0	0	1	0
"C17F4.1"	0	1	0	0	1	0	0	0	3	2	0	0
"C17F4.11"	0	0	0	0	0	0	1	0	0	0	0	0
"C17F4.2"	3	3	1	1	2	1	1	1	5	19	6	1
"C17F4.3"	0	1	0	0	0	0	0	0	0	0	1	0
"C17F4.4"	1	0	0	1	0	0	0	0	0	0	0	0
"C17F4.5"	591	395	217	174	267	244	186	134	335	251	176	176
"C17F4.6"	5	4	5	3	6	10	4	4	4	3	2	1
"C17F4.7"	14	9	7	4	9	14	3	3	3	6	1	2
"C17F4.8"	223	183	106	90	186	110	95	104	178	231	102	108
"C17F4.9"	3	1	0	1	0	0	1	0	0	0	0	1
"C17G1.14"	0	0	0	1	1	0	0	0	0	0	0	0
"C17G1.5"	67	26	26	13	38	27	23	22	42	81	32	32
"C17G1.7"	4	2	0	0	0	0	0	0	1	0	0	0
"C17G1.8"	368	130	103	81	183	87	63	46	102	88	80	51
"C17G10.1.2"	247	197	118	93	142	117	67	71	153	170	96	76
"C17G10.10"	1	0	2	0	0	1	0	0	0	1	1	0
"C17G10.2"	458	311	154	148	244	155	101	102	239	208	160	133
"C17G10.3"	1	0	0	0	0	0	0	0	1	0	0	0
"C17G10.4i.2"	0	0	1	0	1	0	0	0	0	0	0	0
"C17G10.5.2"	0	0	2	0	2	0	0	0	0	0	0	1
"C17G10.6a"	1	0	0	0	1	0	0	0	0	3	0	0
"C17G10.7"	0	4	0	0	0	0	0	0	2	0	1	0
"C17G10.8"	125	166	106	83	73	104	63	52	153	90	88	71
"C17H1.1"	0	1	0	0	1	1	0	0	0	0	0	1
"C17H1.3"	8	1	3	0	1	2	6	1	3	1	0	4
"C17H1.5"	0	0	1	0	0	0	1	0	0	0	0	0
"C17H1.7"	1	3	0	0	5	1	0	0	0	0	1	0
"C17H11.1"	0	0	0	2	0	0	0	0	0	0	1	0
"C17H11.2"	36	17	8	11	13	12	6	16	30	16	12	13
"C17H11.5"	15	3	2	2	5	2	1	1	5	6	4	4
"C17H11.6f.2"	21	4	9	1	10	13	6	4	9	17	10	6
"C17H12.1"	408	254	116	77	147	109	80	61	169	116	102	88
"C17H12.12"	2	1	0	1	0	2	0	1	0	0	0	0
"C17H12.14"	53	41	25	22	48	20	17	25	49	29	37	22
"C17H12.2.2"	371	254	146	128	200	167	104	123	171	183	135	129
"C17H12.36"	1090	1456	1024	838	750	1163	647	608	934	949	741	615
"C17H12.4"	2	2	2	1	0	0	4	1	0	1	2	1
"C17H12.5"	5	0	1	0	0	0	1	1	0	0	0	0
"C17H12.6a"	0	0	0	0	0	0	0	0	0	0	1	0
"C17H12.7"	2	0	0	0	3	0	0	0	0	1	0	0
"C17H12.8"	3	2	1	0	0	2	0	1	1	1	0	0
"C17H12.9"	0	1	0	0	0	0	0	0	0	1	0	0
"C18A11.1"	3	1	0	0	2	0	0	0	0	0	0	0
"C18A11.3"	0	0	0	0	0	0	0	0	0	0	1	0
"C18A11.4"	1	0	0	0	0	0	0	0	0	0	0	0
"C18A11.5b"	216	167	68	80	143	106	80	77	129	190	114	98
"C18A11.6"	4	0	1	0	4	0	1	0	2	1	1	0
"C18A11.7a"	2	1	0	3	0	3	0	0	0	1	1	0
"C18A11.t1"	1	0	0	0	0	0	0	0	1	0	0	0
"C18A3.1"	23	25	11	8	15	7	8	3	15	19	11	8
"C18A3.10"	4	1	1	0	1	0	0	0	0	2	1	2
"C18A3.2.1"	0	0	0	0	0	0	0	1	0	0	1	0
"C18A3.3"	383	284	188	107	186	154	110	92	224	155	147	118
"C18A3.4c.1"	3	0	0	0	1	0	0	0	0	1	0	0
"C18A3.5e"	6	0	0	0	0	0	0	0	1	0	1	0
"C18A3.6a"	26	38	13	10	15	15	6	10	23	19	10	16
"C18A3.7"	3	0	0	0	0	0	0	0	0	1	0	0
"C18A3.8"	0	3	0	0	0	5	2	0	1	2	1	0
"C18A3.9"	14	4	4	1	5	3	3	2	5	3	1	1
"C18B10.10"	0	0	0	0	0	0	0	0	1	0	0	0
"C18B10.6"	350	266	225	138	217	232	267	347	439	578	415	298
"C18B10.7"	1	1	0	0	0	0	0	0	0	0	0	1
"C18B10.8"	0	0	0	0	0	0	0	0	1	1	0	1
"C18B12.2"	3	1	1	2	0	1	0	1	1	0	0	1
"C18B12.4"	29	5	2	3	12	2	3	2	7	10	4	4
"C18B12.5"	593	244	129	111	323	132	107	87	169	216	112	83
"C18B12.6"	12	8	6	6	6	5	5	3	15	7	3	14
"C18B2.1"	1	0	0	0	0	0	0	0	0	0	0	0
"C18B2.2"	0	0	1	0	0	1	0	0	0	0	0	0
"C18B2.3"	0	0	0	0	0	0	0	0	0	1	0	0
"C18B2.4"	932	557	362	281	526	445	328	206	431	323	201	169
"C18B2.5b"	6	2	3	1	0	7	1	2	3	2	1	2
"C18C4.16"	1	0	0	1	0	0	0	0	1	0	0	0
"C18C4.17"	63	49	11	18	44	28	18	15	46	40	25	18
"C18C4.2"	10	2	3	6	9	8	3	1	1	3	0	2
"C18C4.3.2"	1	0	1	0	1	0	1	0	0	2	0	0
"C18C4.4"	6	2	3	0	8	2	0	1	0	1	0	1
"C18C4.5b"	11	4	7	4	4	3	2	8	6	3	7	2
"C18C4.9"	0	0	0	0	0	0	0	0	0	1	0	0
"C18D1.1.2"	347	204	126	66	136	82	84	66	167	106	113	110
"C18D1.4"	0	1	0	0	0	0	0	0	0	0	0	0
"C18D11.1"	6052	3834	2223	1930	4032	2250	1495	1794	2890	4157	2492	2108
"C18D11.2"	4237	3000	1763	1449	2749	1688	1227	1550	3065	4290	2823	1999
"C18D11.3.1"	135	106	47	34	99	58	32	36	80	79	58	47
"C18D11.4b"	155	96	41	46	67	57	30	32	60	52	37	41
"C18D11.7"	2	0	0	1	0	0	0	2	0	0	0	0
"C18D11.9"	0	0	0	0	0	0	0	0	0	0	1	0
"C18D4.10"	1	3	1	1	7	0	0	0	0	1	2	0
"C18D4.11a"	10	6	0	1	2	1	0	1	2	4	2	0
"C18D4.12"	1934	908	596	454	1162	668	341	308	610	719	449	368
"C18D4.2a"	154	84	60	35	41	53	31	33	32	42	33	20
"C18D4.3"	0	1	0	0	0	0	0	0	0	0	0	0
"C18D4.4c"	3	0	0	0	0	0	0	0	3	0	0	0
"C18D4.6c"	820	622	593	583	809	773	259	330	750	956	665	361
"C18D4.7"	0	0	1	0	0	0	0	0	0	0	0	0
"C18D4.8"	0	0	0	0	0	0	0	0	0	1	0	0
"C18D4.9"	0	3	1	1	1	4	2	1	1	3	5	1
"C18E3.1"	6	1	1	2	1	0	2	1	1	2	1	0
"C18E3.2.1"	8	4	1	2	4	0	0	3	2	0	2	2
"C18E3.3"	22	28	9	11	10	12	6	7	20	10	10	14
"C18E3.4"	0	1	0	0	1	1	1	1	0	0	0	0
"C18E3.5"	184	113	66	65	58	67	38	38	84	88	49	49
"C18E3.7d"	41	66	37	25	16	32	13	25	44	35	25	29
"C18E3.8"	68	47	36	12	45	26	12	11	25	32	15	15
"C18E3.9b"	184	181	80	77	71	95	97	115	165	204	143	131
"C18E9.1"	8	3	1	1	1	1	0	3	5	4	3	3
"C18E9.10"	9	14	5	4	6	5	11	7	8	6	10	6
"C18E9.11b"	311	151	75	74	138	82	57	50	138	102	86	66
"C18E9.2a"	37	34	14	15	19	26	19	28	29	34	32	32
"C18E9.2b"	0	0	0	0	0	0	0	0	1	0	0	0
"C18E9.3g"	1	1	0	0	1	0	0	0	0	0	0	0
"C18E9.4"	16	14	1	4	4	5	6	2	10	11	5	3
"C18E9.5"	23	5	9	4	6	11	2	1	3	1	4	3
"C18E9.6"	1076	523	345	254	544	271	203	156	342	296	208	199
"C18E9.7"	2	0	2	3	0	0	2	0	1	1	0	0
"C18E9.8"	2	1	1	2	0	1	0	0	0	0	0	0
"C18F10.2"	0	0	0	0	2	2	0	0	2	0	0	0
"C18F10.7a"	110	70	38	34	47	38	29	43	62	52	44	44
"C18F10.8"	2	0	0	0	0	0	0	0	0	0	0	0
"C18F3.4a"	2	2	1	1	0	1	0	1	0	1	1	0
"C18G1.1"	1	1	0	1	0	1	2	1	2	1	1	1
"C18G1.10"	0	2	0	0	0	1	0	0	0	0	0	1
"C18G1.2a"	0	1	0	0	1	0	0	1	0	2	1	0
"C18G1.3a"	15	15	10	9	2	20	6	2	9	10	2	5
"C18G1.4a"	344	331	152	135	171	178	133	173	383	402	277	229
"C18G1.5"	1497	899	565	466	557	433	376	249	673	487	511	410
"C18G1.6.2"	12	15	6	0	7	9	7	2	5	11	7	4
"C18G1.8"	6	0	1	0	2	0	0	1	0	1	0	0
"C18G1.9"	8	4	1	2	1	0	0	2	0	6	1	1
"C18H2.1"	3574	3222	2382	1846	2292	2093	1439	1356	2643	3296	2104	1608
"C18H2.2"	70	28	13	9	20	18	11	12	22	26	16	12
"C18H2.3"	33	13	19	15	6	11	5	2	3	3	6	3
"C18H2.4"	11	2	5	3	2	2	3	1	0	4	3	1
"C18H2.5"	0	1	0	0	2	0	1	0	0	0	0	0
"C18H7.11"	2	0	0	0	0	2	0	0	0	1	0	0
"C18H7.6"	0	0	0	0	0	0	0	0	1	0	0	0
"C18H7.7.2"	0	0	0	0	2	0	0	2	0	0	0	2
"C18H7.8"	1	3	3	4	2	3	3	5	3	13	5	3
"C18H7.9"	1	1	2	2	1	0	1	2	0	2	1	0
"C18H9.12"	9	5	2	0	2	1	0	1	0	2	1	0
"C18H9.3"	421	284	202	144	250	151	94	83	266	231	175	160
"C18H9.5"	1	0	0	0	0	0	1	0	0	0	0	0
"C18H9.6"	0	0	0	0	1	0	1	0	0	0	0	0
"C18H9.7"	1	2	5	2	4	9	1	1	4	6	2	4
"C18H9.8"	3	3	1	1	6	0	4	0	1	0	0	0
"C23F12.1b"	0	2	1	1	2	3	1	1	1	0	2	1
"C23F12.3"	4	5	4	0	0	1	0	0	3	1	1	0
"C23F12.4"	13	5	3	2	2	3	2	0	2	2	2	0
"C23G10.12"	15	15	7	6	11	5	3	9	4	15	9	5
"C23G10.1b"	25	18	16	14	4	22	13	9	16	11	14	14
"C23G10.2c"	14	6	3	2	10	2	3	2	3	7	8	0
"C23G10.3.2"	154	144	56	49	109	85	52	84	117	112	77	65
"C23G10.4b.2"	1864	1637	892	698	792	815	711	533	1340	953	877	745
"C23G10.5"	84	60	35	30	66	47	37	38	56	99	52	40
"C23G10.6"	2	3	4	1	1	2	0	0	1	1	1	0
"C23G10.7b"	0	1	0	0	0	1	0	0	1	0	1	0
"C23G10.8"	1537	881	543	400	704	477	393	289	775	589	492	463
"C23H3.1a"	0	0	1	0	1	0	0	0	0	0	0	0
"C23H3.2a.1"	0	1	1	0	0	1	0	0	0	0	0	0
"C23H3.3b"	12	11	3	3	5	6	3	1	8	3	5	2
"C23H3.4c.2"	187	119	53	46	64	55	40	39	88	98	71	59
"C23H3.5"	473	370	251	192	209	196	144	140	291	275	224	179
"C23H3.7"	16	13	6	5	8	1	8	2	4	2	5	7
"C23H3.9c"	0	0	1	0	0	3	1	0	0	0	0	0
"C23H3.9e"	0	0	1	0	0	0	0	0	0	0	0	0
"C23H4.3"	5	7	3	1	3	2	1	0	0	0	2	2
"C23H4.4a"	2	1	0	0	0	0	0	0	0	2	0	0
"C23H4.6a"	3	1	2	0	0	2	3	0	0	7	0	3
"C23H4.7"	0	1	0	0	1	1	0	0	1	0	0	0
"C23H5.1"	0	0	0	0	0	0	1	0	0	1	0	0
"C23H5.11a"	0	0	0	0	0	0	0	0	0	0	0	1
"C23H5.12"	14	12	5	6	8	5	7	17	14	20	14	18
"C23H5.15"	1	1	0	0	3	2	0	1	3	5	1	3
"C23H5.2"	1	1	2	0	1	0	0	1	1	0	0	2
"C23H5.4"	0	0	0	0	0	0	1	0	1	0	0	1
"C23H5.7"	6	3	3	0	2	1	0	1	4	2	5	1
"C23H5.8d"	0	0	0	0	0	0	0	0	2	0	0	1
"C24A1.1"	0	1	0	0	1	1	1	1	1	1	1	0
"C24A1.2b.1"	5	3	2	1	3	1	1	2	3	1	5	0
"C24A1.3a"	0	0	0	0	0	0	0	1	0	0	0	1
"C24A1.4"	3	1	2	0	0	1	1	1	2	6	1	0
"C24A1.8"	4	1	0	0	0	0	0	1	1	3	1	1
"C24A11.1"	19	11	7	10	7	8	4	3	7	17	6	5
"C24A11.13"	0	0	1	0	0	0	0	0	0	0	0	0
"C24A11.9"	206	113	58	55	117	55	36	38	62	63	39	35
"C24A3.4"	28	18	7	4	24	14	6	6	11	15	7	5
"C24A3.7"	1	0	0	0	0	0	0	0	0	0	0	0
"C24A8.1"	1	0	0	0	0	0	0	0	0	0	0	0
"C24A8.3"	47	42	16	16	26	15	12	13	29	12	19	15
"C24A8.4"	2	5	0	0	1	3	1	1	1	3	0	2
"C24A8.5"	4	9	4	4	10	7	3	6	13	11	6	6
"C24A8.6"	2	1	0	0	8	1	0	1	2	2	3	2
"C24B5.1"	3	0	2	0	3	2	0	1	3	1	1	3
"C24B5.2c"	224	176	99	78	71	110	73	59	115	108	95	80
"C24B5.3"	0	0	0	1	0	0	0	0	0	0	0	0
"C24B5.4"	4	0	0	0	0	0	0	0	2	0	0	1
"C24B5.5"	0	1	0	0	1	0	0	0	0	1	0	0
"C24B9.10"	0	0	0	0	0	0	0	0	0	0	2	0
"C24B9.12"	8	14	10	18	4	15	13	16	23	32	11	9
"C24B9.14"	0	0	0	0	0	0	1	0	0	0	0	0
"C24B9.16"	0	0	0	0	0	0	0	0	2	0	0	0
"C24B9.2"	0	1	1	0	0	0	0	0	0	0	0	0
"C24B9.3"	1	1	0	0	0	2	2	1	3	3	0	1
"C24B9.5"	0	0	0	0	0	0	0	0	0	1	0	2
"C24B9.6"	4	0	1	2	2	1	0	0	1	2	0	1
"C24D10.1"	12	2	6	2	4	4	0	0	2	2	2	1
"C24D10.2.2"	10	4	3	1	2	4	1	0	0	2	0	0
"C24D10.3"	0	1	0	0	0	0	0	0	0	0	0	0
"C24D10.4"	63	40	21	27	31	27	12	8	37	17	17	16
"C24D10.5"	76	56	33	25	64	39	21	24	51	50	22	23
"C24D10.6"	61	30	17	11	30	15	8	11	22	18	12	17
"C24D10.7.2"	0	0	1	0	0	0	0	0	0	0	0	0
"C24D10.8"	1	0	0	0	0	0	0	0	0	0	0	0
"C24F3.1b"	255	176	96	89	88	99	65	60	130	100	85	64
"C24F3.2"	100	38	23	13	60	25	14	14	26	33	25	12
"C24F3.3"	51	15	9	10	23	15	8	4	9	9	11	8
"C24F3.4b.2"	1	1	0	0	0	0	0	0	0	0	0	0
"C24G6.1"	170	89	50	52	126	62	27	32	78	101	52	58
"C24G6.11"	0	0	0	0	0	0	0	1	0	0	0	0
"C24G6.2a"	13	9	7	3	5	7	3	1	4	4	4	6
"C24G6.3"	539	432	270	179	228	207	153	140	347	315	243	200
"C24G6.4"	107	99	58	50	49	68	42	36	78	59	54	38
"C24G6.6.4"	2	2	0	1	2	0	0	0	0	0	1	1
"C24G6.7"	5	3	2	1	2	1	0	0	0	2	0	0
"C24G6.8.3"	167	99	50	32	115	65	41	49	83	109	70	54
"C24G7.2"	0	0	0	0	0	0	0	0	1	0	0	0
"C24G7.4"	0	0	0	0	0	0	1	0	0	0	0	0
"C24H10.1"	1104	664	427	362	758	407	302	438	601	952	506	436
"C24H10.2"	6	8	4	1	2	2	4	0	2	8	1	2
"C24H10.3"	0	2	0	1	0	0	0	0	0	0	0	0
"C24H10.4"	3827	2852	1808	1438	2736	1811	1573	1722	2693	3555	2214	1664
"C24H10.5"	30	27	13	18	21	21	11	13	22	39	23	15
"C24H11.2"	0	1	0	0	0	0	0	0	0	0	0	0
"C24H11.3"	4	1	0	0	0	0	0	0	0	0	0	0
"C24H11.4"	7	3	2	2	5	3	1	2	1	4	1	2
"C24H11.5b"	44	40	33	32	33	32	30	27	98	92	38	56
"C24H11.6"	161	122	55	37	75	69	48	33	95	72	45	47
"C24H11.7a"	540	393	219	183	218	200	131	134	240	254	185	172
"C24H11.9"	246	181	66	55	130	78	56	83	164	228	114	109
"C24H12.1"	62	22	10	13	42	21	8	19	23	48	29	27
"C24H12.11"	28	28	23	21	17	19	20	17	24	48	30	21
"C24H12.12"	478	348	185	152	246	207	139	138	254	300	167	135
"C24H12.18"	2	0	0	0	0	0	0	1	1	0	0	0
"C24H12.19"	35	38	18	12	20	23	12	14	29	32	18	25
"C24H12.2"	1362	628	314	238	1054	316	229	214	430	488	307	253
"C24H12.3"	2	3	0	0	0	0	0	0	2	1	0	0
"C24H12.4c"	0	8	6	5	5	2	3	5	12	7	11	7
"C24H12.5c"	7	6	0	2	1	1	0	0	1	1	2	1
"C24H12.6"	118	53	39	48	69	58	27	5	18	21	11	4
"C24H12.7"	1392	697	357	303	1015	349	260	254	530	643	420	373
"C24H12.8"	0	1	0	1	2	0	0	0	4	0	1	1
"C24H12.9"	25	30	25	20	15	9	14	18	28	42	30	22
"C25A1.1"	626	527	241	170	347	307	220	186	381	376	272	216
"C25A1.10a"	5	7	6	3	1	7	7	3	14	10	7	9
"C25A1.11a"	0	0	0	0	1	0	0	0	0	0	0	0
"C25A1.12"	180	100	51	46	122	54	57	48	68	91	58	48
"C25A1.13"	166	123	61	77	129	54	50	39	79	92	66	54
"C25A1.16"	230	133	64	68	105	83	48	46	104	78	60	69
"C25A1.19"	1	0	0	0	0	0	0	0	0	0	0	0
"C25A1.3"	99	57	38	35	31	30	18	12	47	37	35	32
"C25A1.4.2"	122	99	73	53	80	75	56	50	77	86	69	53
"C25A1.5"	265	115	58	49	152	66	59	45	121	107	61	59
"C25A1.7a"	377	181	91	89	149	83	57	51	155	131	96	64
"C25A1.8"	747	593	283	292	302	311	210	220	432	407	322	255
"C25A1.9a"	11	19	3	9	10	13	8	5	9	13	9	8
"C25A11.1.1"	0	0	0	1	0	1	0	0	2	0	1	1
"C25A11.10"	12	12	8	2	7	4	3	6	8	7	5	5
"C25A11.2"	54	48	29	26	27	29	25	22	45	34	24	13
"C25A11.4e"	24	18	3	4	12	14	6	5	20	15	13	7
"C25A8.2"	9	1	0	3	5	5	1	3	2	0	2	2
"C25A8.4"	1	0	0	1	0	0	0	0	0	0	0	0
"C25A8.5"	17	8	13	6	12	12	8	7	6	8	11	3
"C25B8.1a"	0	1	0	0	0	0	0	0	0	0	0	0
"C25B8.6"	0	0	0	0	0	0	0	0	0	0	1	0
"C25B8.7"	3	0	0	0	0	0	0	0	1	1	0	0
"C25B8.8"	0	2	1	0	0	0	2	0	0	2	0	1
"C25D7.10"	78	79	26	17	40	30	17	17	59	33	23	38
"C25D7.12"	2	2	1	0	1	2	3	1	5	3	5	1
"C25D7.15a"	249	207	124	44	13	10	8	4	17	29	13	11
"C25D7.16"	2	0	0	0	0	0	1	0	1	0	0	0
"C25D7.17"	1	0	0	0	0	3	0	0	0	0	0	0
"C25D7.3"	247	152	114	89	177	108	71	52	104	122	110	69
"C25D7.5"	231	146	100	37	66	31	41	29	86	42	37	24
"C25D7.6"	1066	1032	725	524	320	660	428	384	1023	755	575	474
"C25D7.7"	278	90	45	35	135	52	40	30	66	56	32	40
"C25D7.8"	560	285	146	144	276	155	83	104	223	195	146	117
"C25E10.1"	0	0	0	0	0	1	0	0	0	0	0	0
"C25E10.17a"	0	0	0	0	1	0	0	0	0	0	0	0
"C25E10.5"	0	0	0	0	0	0	1	0	0	0	0	0
"C25E10.8"	4	5	1	1	5	1	1	3	0	1	2	0
"C25F6.1"	20	6	7	7	19	7	8	2	4	16	11	3
"C25F6.12"	10	3	1	1	7	1	0	1	0	2	3	1
"C25F6.17"	0	0	0	0	0	0	0	0	0	0	1	0
"C25F6.26"	0	0	0	0	0	0	0	0	1	0	0	0
"C25F6.2a"	20	19	6	4	5	9	3	4	10	15	10	6
"C25F6.3"	9	5	1	4	4	4	2	2	1	0	3	1
"C25F6.4"	0	0	1	0	0	2	0	0	0	0	0	0
"C25F6.6"	3	0	0	0	0	0	0	0	0	0	0	0
"C25F9.10a"	1	0	0	0	1	0	2	0	0	2	0	0
"C25F9.12"	0	0	0	0	0	0	0	0	0	1	0	0
"C25F9.15"	0	0	1	0	0	0	0	0	0	0	0	0
"C25F9.16"	0	0	0	1	0	0	0	0	0	0	0	0
"C25F9.2"	0	1	1	0	1	0	0	0	0	0	0	0
"C25F9.4"	5	0	0	0	0	3	0	2	0	1	0	0
"C25F9.5.1"	0	1	0	0	0	0	0	0	0	0	0	0
"C25F9.8"	0	0	1	0	0	0	0	0	0	0	0	0
"C25F9.9"	1	0	0	0	0	0	0	0	0	1	0	0
"C25G4.10a"	0	0	0	0	0	3	0	0	1	0	0	1
"C25G4.17"	37	15	5	10	16	7	4	1	6	8	1	3
"C25G4.2.2"	134	64	35	20	62	28	22	23	54	55	24	31
"C25G4.3a"	8	1	4	4	1	0	3	1	3	3	0	3
"C25G4.4"	69	73	58	37	53	46	35	36	69	88	62	45
"C25G4.5"	1872	1061	579	353	604	501	364	281	700	485	429	412
"C25G4.7b"	4	2	1	0	2	0	0	0	0	1	0	0
"C25G4.7g"	1	2	2	0	1	0	0	1	1	0	1	0
"C25G4.8"	73	93	37	46	26	49	36	35	84	126	62	60
"C25G6.2"	36	12	3	5	27	12	10	1	10	12	14	4
"C25G6.3"	0	0	0	0	0	1	0	0	0	0	0	0
"C25G6.4"	1	0	0	0	1	0	0	0	0	0	0	0
"C25G6.5"	1967	820	483	388	1110	616	509	697	1085	1405	965	688
"C25H3.1"	122	35	29	29	61	42	19	3	5	12	5	4
"C25H3.11"	432	278	130	101	187	129	80	72	189	163	127	86
"C25H3.12"	1000	502	314	264	693	330	245	232	499	540	273	255
"C25H3.14"	7	11	6	2	1	3	1	2	14	1	3	5
"C25H3.15"	1	6	1	2	5	7	0	3	4	7	2	2
"C25H3.16"	6	1	1	0	0	0	0	0	0	0	0	0
"C25H3.17"	12	6	3	2	5	2	2	3	11	1	4	7
"C25H3.18"	219	220	158	129	133	172	159	202	236	320	188	158
"C25H3.3"	155	105	78	49	67	62	43	49	111	145	81	59
"C25H3.4"	683	435	224	181	307	240	165	120	330	279	212	175
"C25H3.5"	4	0	1	0	2	1	0	0	0	0	0	0
"C25H3.6a"	541	421	266	195	272	229	180	200	421	394	232	204
"C25H3.7"	58	30	35	18	42	33	8	22	43	36	25	23
"C25H3.8"	807	638	320	251	286	334	237	172	549	413	344	258
"C25H3.9a"	57	59	33	43	15	43	30	17	49	53	23	31
"C26B2.1.1"	0	0	0	0	0	0	0	0	0	0	1	0
"C26B2.2"	2	1	0	1	2	1	0	1	1	0	0	0
"C26B2.6"	167	131	70	44	65	62	54	25	86	55	47	44
"C26B2.7a"	172	111	73	61	64	95	71	49	120	118	85	74
"C26B2.8"	2	2	0	0	0	1	0	1	2	0	0	1
"C26B9.1a"	1	2	2	0	6	2	0	1	2	3	0	1
"C26B9.3"	5	4	1	3	3	0	0	0	0	3	1	0
"C26B9.5"	0	2	0	3	0	1	0	1	1	4	2	1
"C26B9.6"	3	1	0	0	0	0	0	1	0	4	0	1
"C26C6.10"	0	0	0	0	2	0	0	0	0	0	0	0
"C26C6.14"	0	0	0	0	0	0	0	0	0	0	1	0
"C26C6.1a"	373	257	147	118	185	145	98	73	219	140	119	113
"C26C6.2"	153	214	166	108	77	107	86	73	170	128	92	90
"C26C6.3"	709	439	222	209	495	332	290	397	554	527	548	339
"C26C6.4a"	0	0	0	0	1	0	0	1	0	0	0	0
"C26C6.6"	3	2	0	1	4	0	2	0	1	2	1	0
"C26C6.7b"	4	0	1	0	0	0	0	1	1	1	0	1
"C26C6.9"	1	2	0	1	1	0	1	1	4	2	1	2
"C26D10.1"	881	621	326	296	485	372	197	182	437	390	328	247
"C26D10.2a"	50	27	14	8	16	18	15	10	22	19	14	25
"C26D10.2b"	33	6	10	6	13	4	1	2	10	8	7	3
"C26D10.3"	81	69	45	37	66	51	30	28	68	64	36	35
"C26D10.4"	5	0	1	3	3	1	0	0	0	0	0	0
"C26D10.6a"	0	0	0	0	0	1	0	0	0	0	0	0
"C26D10.7"	1	1	1	0	0	0	0	0	1	1	0	0
"C26E1.2a"	1	0	0	0	0	0	0	0	0	0	0	0
"C26E1.3"	0	2	0	0	0	1	0	0	0	0	0	0
"C26E6.1"	17	9	15	7	19	16	6	4	9	5	6	5
"C26E6.11"	480	328	144	144	201	200	127	97	250	214	154	154
"C26E6.12"	62	38	16	6	38	18	9	11	13	11	18	10
"C26E6.2"	50	24	14	19	31	26	10	5	16	14	7	6
"C26E6.3"	727	582	498	399	366	449	284	275	613	491	376	347
"C26E6.4"	1182	680	408	296	435	380	231	213	547	377	293	277
"C26E6.5"	402	252	154	136	206	153	89	100	211	246	144	121
"C26E6.6"	872	444	243	182	402	225	177	178	425	403	246	215
"C26E6.7d"	2	1	1	1	5	0	1	0	0	0	0	0
"C26E6.8"	150	121	60	54	88	58	41	32	85	70	51	50
"C26E6.9c"	830	603	348	256	308	330	214	211	494	363	288	268
"C26F1.10"	0	0	0	0	0	0	0	0	1	0	2	0
"C26F1.1b"	0	0	0	2	0	0	0	0	0	0	0	0
"C26F1.2"	30	10	8	11	4	10	7	7	17	15	8	10
"C26F1.3.1"	4	0	0	1	2	0	0	0	0	0	0	0
"C26F1.5"	1	0	2	1	3	4	1	0	2	1	2	0
"C26F1.6"	4	1	0	3	8	3	4	2	1	0	3	0
"C26F1.9"	34	24	14	9	15	17	10	11	19	23	10	12
"C26G2.1"	272	172	100	63	177	93	72	76	120	110	92	57
"C26G2.2"	13	11	8	3	5	9	2	6	14	6	5	1
"C26G2.9"	0	0	1	1	1	0	1	0	0	0	0	0
"C26H9A.1b"	565	401	211	154	240	216	165	150	342	269	213	179
"C27A12.10"	595	401	253	218	241	272	203	155	430	284	268	235
"C27A12.12"	0	1	0	0	0	0	0	1	0	0	0	0
"C27A12.2"	235	146	68	53	108	75	61	53	130	96	79	54
"C27A12.3"	52	48	21	21	35	34	21	21	38	28	27	29
"C27A12.4"	1	1	0	0	1	1	0	0	1	2	0	0
"C27A12.5"	3	1	0	0	3	2	0	1	1	0	2	0
"C27A12.6"	153	57	30	29	75	39	24	35	48	43	50	26
"C27A12.9"	177	149	85	69	91	106	70	75	168	171	117	86
"C27A2.1"	475	494	321	218	208	291	200	184	445	298	259	252
"C27A2.12"	8	7	3	2	3	3	1	0	0	0	1	1
"C27A2.2a"	15	27	13	10	8	4	9	14	27	24	8	12
"C27A2.2b"	1	0	1	0	3	2	0	1	1	0	0	0
"C27A2.3.2"	96	89	35	29	54	40	27	20	53	33	23	23
"C27A2.4"	24	8	7	18	14	10	7	2	2	2	8	2
"C27A2.5"	0	0	1	0	2	1	0	0	2	0	0	0
"C27A2.6"	595	510	288	219	264	256	206	149	475	312	241	224
"C27A2.7"	55	25	20	11	44	29	10	3	13	10	8	4
"C27A2.8"	6	9	2	0	1	2	2	0	3	1	2	0
"C27A7.4"	0	1	0	0	0	0	0	0	1	0	0	0
"C27A7.5e"	2	4	8	4	1	4	4	2	7	3	0	1
